"dose_def","family","var","label","estimator","estimate","se_analytic","se_boot","d_std","p","q","p_tost","q_tost","class3","n_old","n_new","n_pairs","funnel_ratio","funnel_ratio_supported","funnel_zero_denom","funnel_sparse_gt1","funnel_ncat","exclude_flag","count_exclude","filter_mismatch","nr_routing_flag","routing_followup"
"any","B_itemnonresp","DQ124","w5問24_意識項目24","ec",-0.00163,0.00524,0.00462,-0.0115,0.7242,0.9722,3.504e-05,0.0001226,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ124","w5問24_意識項目24","ec_adj",-0.0014,NA,0.00446,-0.0099,0.7538,0.9974,1.509e-05,6.604e-05,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ125","w5問25_意識項目25","naive",0.00132,0.00474,0.00496,0.0098,0.7902,0.9707,8.209e-05,0.0002244,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ125","w5問25_意識項目25","sm",0.00686,0.00502,0.00525,0.0512,0.1914,0.9344,0.006182,0.009387,"equivalent",4164,578,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ125","w5問25_意識項目25","ssm",0.00948,0.00507,0.00496,0.0707,0.05571,0.5953,0.01691,0.02476,"equivalent",3618,493,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ125","w5問25_意識項目25","ec",0.00113,0.00481,0.00493,0.0084,0.8185,0.9722,6.484e-05,0.0001746,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ125","w5問25_意識項目25","ec_adj",0.00135,NA,0.00483,0.0101,0.7793,0.9974,5.658e-05,0.0001608,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ126","w5問26_意識項目26","naive",-0.00787,0.00541,0.00508,-0.0549,0.1216,0.8644,0.008531,0.01029,"equivalent",4164,963,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ126","w5問26_意識項目26","sm",-0.01063,0.00712,0.00685,-0.0742,0.1205,0.9344,0.0856,0.09485,"equivalent",4164,578,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ126","w5問26_意識項目26","ssm",-0.01357,0.00803,0.00758,-0.0946,0.07355,0.5953,0.198,0.2137,"undetermined",3618,493,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ127","w5問27_意識項目27","naive",-0.00427,0.00549,0.00531,-0.0286,0.4215,0.8933,0.001529,0.002239,"equivalent",4164,963,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ127","w5問27_意識項目27","sm",-0.00357,0.00677,0.00666,-0.0239,0.592,0.9532,0.006789,0.009598,"equivalent",4164,578,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ127","w5問27_意識項目27","ssm",-0.00933,0.00783,0.0078,-0.0625,0.2316,0.646,0.08547,0.09735,"equivalent",3618,493,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ128","w5問28_意識項目28","naive",-0.00363,0.00527,0.00451,-0.0253,0.4209,0.8933,0.0001439,0.0003278,"equivalent",4164,963,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ128","w5問28_意識項目28","sm",-0.00847,0.00715,0.00713,-0.059,0.2352,0.9344,0.05302,0.06038,"equivalent",4164,578,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ128","w5問28_意識項目28","ssm",-0.00933,0.00783,0.00772,-0.065,0.2268,0.646,0.0833,0.09735,"equivalent",3618,493,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ129","w5問29_意識項目29","naive",-0.00235,0.00553,0.00548,-0.0154,0.6684,0.9707,0.0006384,0.001138,"equivalent",4164,963,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ129","w5問29_意識項目29","sm",0.00181,0.00637,0.00705,0.0119,0.797,0.9619,0.004945,0.007797,"equivalent",4164,578,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ129","w5問29_意識項目29","ssm",0.00063,0.00711,0.00763,0.0041,0.9343,0.9618,0.005543,0.01359,"equivalent",3618,493,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ130","w5問30_意識項目30","naive",-0.00244,0.00492,0.00539,-0.0181,0.651,0.9707,0.0005628,0.001049,"equivalent",4164,963,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ130","w5問30_意識項目30","sm",-1e-05,0.00579,0.00608,-1e-04,0.9987,0.9987,0.0005059,0.002305,"equivalent",4164,578,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ130","w5問30_意識項目30","ssm",0.00201,0.00612,0.00605,0.0149,0.7392,0.9239,0.001479,0.006738,"equivalent",3618,493,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ131","w5問31_事実項目31","naive",0.00195,0.00448,0.00408,0.0153,0.6315,0.9707,4.759e-06,2.726e-05,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ131","w5問31_事実項目31","sm",0.00196,0.00554,0.0058,0.0154,0.7353,0.9532,0.0009314,0.003472,"equivalent",4164,578,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ131","w5問31_事実項目31","ssm",0.00432,0.00579,0.00633,0.0338,0.4949,0.9085,0.006617,0.01359,"equivalent",3618,493,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ131","w5問31_事実項目31","ec",0.00093,0.00453,0.00428,0.0073,0.8273,0.9722,4.252e-06,2.126e-05,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ131","w5問31_事実項目31","ec_adj",0.00092,NA,0.00417,0.0072,0.8251,0.9974,2.384e-06,1.391e-05,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ132","w5問32_事実項目32","naive",0.0038,0.00467,0.00505,0.0282,0.4519,0.8933,0.0006665,0.001139,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ132","w5問32_事実項目32","sm",0.00311,0.00585,0.00652,0.0231,0.6332,0.9532,0.004806,0.007797,"equivalent",4164,578,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ132","w5問32_事実項目32","ssm",0.00367,0.00615,0.00691,0.0272,0.5949,0.9085,0.009049,0.01613,"equivalent",3618,493,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ132","w5問32_事実項目32","ec",0.00437,0.00473,0.005,0.0324,0.3816,0.9664,0.0008891,0.001556,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ132","w5問32_事実項目32","ec_adj",0.00434,NA,0.00502,0.0322,0.3867,0.9668,0.0008974,0.001536,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ133","w5問33_事実項目33","naive",-0.00395,0.00538,0.00562,-0.027,0.4823,0.8933,0.002157,0.002948,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ133","w5問33_事実項目33","sm",-0.00948,0.00736,0.00781,-0.0647,0.225,0.9344,0.08902,0.09605,"equivalent",4164,578,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ133","w5問33_事実項目33","ssm",-0.00416,0.00733,0.00788,-0.0284,0.597,0.9085,0.02217,0.03134,"equivalent",3618,493,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ133","w5問33_事実項目33","ec",-0.00389,0.00543,0.00564,-0.0265,0.4906,0.9664,0.00213,0.003107,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ133","w5問33_事実項目33","ec_adj",-0.00366,NA,0.00563,-0.025,0.515,0.9838,0.001849,0.002732,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ134","w5問34_事実項目34","naive",0.00381,0.00543,0.00529,0.0245,0.4709,0.8933,0.001099,0.001803,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ134","w5問34_事実項目34","sm",0.00417,0.00666,0.00607,0.0268,0.4923,0.9532,0.004529,0.007797,"equivalent",4164,578,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ134","w5問34_事実項目34","ssm",0.00247,0.00745,0.00739,0.0159,0.7381,0.9239,0.008815,0.01613,"equivalent",3618,493,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ134","w5問34_事実項目34","ec",0.00434,0.0055,0.00505,0.028,0.3899,0.9664,0.0009746,0.001624,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ134","w5問34_事実項目34","ec_adj",0.00459,NA,0.00504,0.0295,0.3627,0.9668,0.001111,0.001768,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ135","w5問35_事実項目35","naive",0.00021,0.00535,0.0057,0.0014,0.9707,0.9707,0.0002573,0.0005275,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ135","w5問35_事実項目35","sm",0.00229,0.00638,0.00634,0.0153,0.7177,0.9532,0.002627,0.005128,"equivalent",4164,578,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ135","w5問35_事実項目35","ssm",0.00413,0.00652,0.00693,0.0276,0.5508,0.9085,0.01099,0.01875,"equivalent",3618,493,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ135","w5問35_事実項目35","ec",0.00021,0.00541,0.00603,0.0014,0.9718,0.9722,0.0005186,0.0009554,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ135","w5問35_事実項目35","ec_adj",2e-05,NA,0.00603,1e-04,0.9974,0.9974,0.0004615,0.0008501,"equivalent",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ136","w5問36_労働時間36","naive",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4030,930,3907,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ136","w5問36_労働時間36","sm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4030,554,3907,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ136","w5問36_労働時間36","ssm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",3505,471,3907,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ136","w5問36_労働時間36","ec",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4030,930,3907,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ136","w5問36_労働時間36","ec_adj",0,NA,0,NA,NA,NA,0,0,"n/a (no variation)",4030,930,3907,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ137","w5問37_労働時間37","naive",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4033,936,3921,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ137","w5問37_労働時間37","sm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4033,563,3921,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ137","w5問37_労働時間37","ssm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",3500,479,3921,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ137","w5問37_労働時間37","ec",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4033,936,3921,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ137","w5問37_労働時間37","ec_adj",0,NA,0,NA,NA,NA,0,0,"n/a (no variation)",4033,936,3921,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ138","w5問38_労働時間38","naive",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4037,926,3916,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ138","w5問38_労働時間38","sm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4037,556,3916,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ138","w5問38_労働時間38","ssm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",3506,472,3916,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ138","w5問38_労働時間38","ec",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4037,926,3916,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ138","w5問38_労働時間38","ec_adj",0,NA,0,NA,NA,NA,0,0,"n/a (no variation)",4037,926,3916,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ139","w5問39_労働時間39","naive",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4046,921,3912,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ139","w5問39_労働時間39","sm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4046,556,3912,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ139","w5問39_労働時間39","ssm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",3509,475,3912,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ139","w5問39_労働時間39","ec",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4046,921,3912,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ139","w5問39_労働時間39","ec_adj",0,NA,0,NA,NA,NA,0,0,"n/a (no variation)",4046,921,3912,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ140","w5問40_労働時間40","naive",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4041,941,3926,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ140","w5問40_労働時間40","sm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4041,569,3926,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ140","w5問40_労働時間40","ssm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",3509,486,3926,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ140","w5問40_労働時間40","ec",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4041,941,3926,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ140","w5問40_労働時間40","ec_adj",0,NA,0,NA,NA,NA,0,0,"n/a (no variation)",4041,941,3926,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ02","w5_就業","naive",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4164,963,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ02","w5_就業","sm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",4164,578,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ02","w5_就業","ssm",0,0,0,NA,NA,NA,0,0,"n/a (no variation)",3618,493,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ43","w5問43_婚姻","naive",0,0,0,NA,NA,NA,0,NA,"n/a (no variation)",4164,963,4164,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ43","w5問43_婚姻","sm",0,0,0,NA,NA,NA,0,NA,"n/a (no variation)",4164,578,4164,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ43","w5問43_婚姻","ssm",0,0,0,NA,NA,NA,0,NA,"n/a (no variation)",3618,493,4164,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ43","w5問43_婚姻","ec",0,0,0,NA,NA,NA,0,NA,"n/a (no variation)",4164,963,4164,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"any","B_itemnonresp","DQ43","w5問43_婚姻","ec_adj",0,NA,0,NA,NA,NA,0,NA,"n/a (no variation)",4164,963,4164,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"any","B_dk","DQ101","w5問1_意識項目1","naive",-0.02134,0.00756,0.00923,-0.1088,0.02076,0.02076,0.5579,0.9977,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ101","w5問1_意識項目1","sm",-0.01371,0.00887,0.00991,-0.0699,0.1666,0.1666,0.263,0.8986,"undetermined",4164,578,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ101","w5問1_意識項目1","ssm",-0.01312,0.00975,0.01031,-0.0668,0.2031,0.2031,0.2521,0.8612,"undetermined",3618,493,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ101","w5問1_意識項目1","ec",-0.02235,0.00764,0.00929,-0.1139,0.01614,0.01754,0.6,0.9967,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ101","w5問1_意識項目1","ec_adj",-0.0224,NA,0.00923,-0.1142,0.01523,0.01655,0.6027,0.9961,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ102","w5問2_意識項目2","naive",-0.03164,0.00831,0.00831,-0.1491,0.0001408,0.0002485,0.9193,0.9977,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ102","w5問2_意識項目2","sm",-0.02539,0.01003,0.01006,-0.1196,0.01159,0.01391,0.7041,0.99,"affected",4164,578,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ102","w5問2_意識項目2","ssm",-0.03137,0.01132,0.0118,-0.1478,0.007864,0.0135,0.8323,0.9888,"affected",3618,493,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ102","w5問2_意識項目2","ec",-0.03478,0.00836,0.00844,-0.1639,3.752e-05,9.206e-05,0.9601,0.9967,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ102","w5問2_意識項目2","ec_adj",-0.03422,NA,0.00844,-0.1612,4.976e-05,0.0001023,0.9541,0.9961,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ103","w5問3_意識項目3","naive",-0.03061,0.00803,0.00684,-0.1498,7.558e-06,2.96e-05,0.9397,0.9977,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ103","w5問3_意識項目3","sm",-0.04063,0.01088,0.00887,-0.1988,4.624e-06,0.0001387,0.99,0.99,"affected",4164,578,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ103","w5問3_意識項目3","ssm",-0.04077,0.01175,0.01086,-0.1995,0.0001739,0.001304,0.9721,0.9888,"affected",3618,493,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ103","w5問3_意識項目3","ec",-0.02958,0.00814,0.00685,-0.1448,1.585e-05,4.953e-05,0.919,0.9967,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ103","w5問3_意識項目3","ec_adj",-0.02949,NA,0.00688,-0.1443,1.812e-05,5.664e-05,0.9161,0.9961,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ104","w5問4_意識項目4","naive",-0.01927,0.00743,0.00807,-0.0994,0.01702,0.01823,0.4638,0.9977,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ104","w5問4_意識項目4","sm",-0.02409,0.00974,0.01007,-0.1243,0.01673,0.01931,0.6578,0.99,"affected",4164,578,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ104","w5問4_意識項目4","ssm",-0.0298,0.01097,0.0118,-0.1537,0.01158,0.01578,0.7969,0.9888,"affected",3618,493,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ104","w5問4_意識項目4","ec",-0.0175,0.00755,0.00827,-0.0903,0.0343,0.03573,0.3813,0.9967,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ104","w5問4_意識項目4","ec_adj",-0.01741,NA,0.00839,-0.0898,0.03784,0.03942,0.3788,0.9961,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ105","w5問5_意識項目5","naive",-0.03597,0.00825,0.00805,-0.1734,7.894e-06,2.96e-05,0.9763,0.9977,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ105","w5問5_意識項目5","sm",-0.03318,0.01025,0.00946,-0.16,0.0004517,0.001694,0.9182,0.99,"affected",4164,578,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ105","w5問5_意識項目5","ssm",-0.03662,0.01126,0.01013,-0.1766,0.0002982,0.001789,0.9497,0.9888,"affected",3618,493,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ105","w5問5_意識項目5","ec",-0.03587,0.00834,0.00807,-0.173,8.743e-06,4.093e-05,0.9754,0.9967,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ105","w5問5_意識項目5","ec_adj",-0.03505,NA,0.00808,-0.169,1.44e-05,5.143e-05,0.9687,0.9961,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ106","w5問6_意識項目6","naive",-0.03253,0.00823,0.00846,-0.1556,0.0001215,0.0002279,0.9306,0.9977,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ106","w5問6_意識項目6","sm",-0.02904,0.01014,0.00972,-0.139,0.002804,0.005176,0.824,0.99,"affected",4164,578,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ106","w5問6_意識項目6","ssm",-0.02519,0.01064,0.00939,-0.1205,0.007304,0.0135,0.7098,0.9888,"affected",3618,493,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ106","w5問6_意識項目6","ec",-0.03448,0.00829,0.00882,-0.165,9.215e-05,0.0001536,0.9497,0.9967,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ106","w5問6_意識項目6","ec_adj",-0.03441,NA,0.00855,-0.1646,5.728e-05,0.0001023,0.954,0.9961,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ107","w5問7_意識項目7","naive",-0.02485,0.00789,0.00747,-0.1218,0.0008733,0.001191,0.7422,0.9977,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ107","w5問7_意識項目7","sm",-0.03106,0.01042,0.00929,-0.1523,0.0008292,0.002488,0.8831,0.99,"affected",4164,578,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ107","w5問7_意識項目7","ssm",-0.03368,0.01148,0.01066,-0.1651,0.001585,0.005547,0.9002,0.9888,"affected",3618,493,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ107","w5問7_意識項目7","ec",-0.02262,0.00802,0.00792,-0.1109,0.0043,0.005119,0.6298,0.9967,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"any","B_dk","DQ107","w5問7_意識項目7","ec_adj",-0.02302,NA,0.00806,-0.1128,0.004307,0.005128,0.646,0.9961,"affected",4164,963,4164,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
